id,type,is_extinct,is_multiple,name_en,name_ru,custom_title_en,custom_title_ru,family_id,iso_639_3,glottocode,latitude,longitude,main_country_id,encyclopedia_volume_id,page,encyclopedia_map_id,has_feature_profile,comment
ubykh,language,1,0,Ubykh,убыхский,,,ubykh,uby,ubyk1235,43.5585,39.8597,rus,9,,9-2,1,
breton,language,0,0,Breton,бретонский,,,britton,bre,bret1244,48.2246,-3.9331,fra,10,392,,1,
celtiberian,language,1,0,Celtiberian,кельтиберский,,,cont_celt,xce,celt1247,41.5,-1.0333,esp,10,449,,1,
cornish,language,1,0,Cornish,корнский,,,britton,cor,corn1251,50.4575,-4.746,gbr,10,452,,1,
gaulish,language,1,0,Gaulish,галльский,,,cont_celt,"xtg, xga, xcg","tran1282, gala1252, cisa1237",39.34,32.84,tur,10,424,,1,
irish_gaelic,language,0,0,Irish Gaelic,ирландский,,,goidel,gle,iris1253,53.7876,-9.1845,irl,10,427,,1,
lepontic,language,1,0,Lepontic,лепонтийский,,,cont_celt,xlp,lepo1240,45.98,8.92,ita,10,456,,1,
manx,language,1,0,Manx,мэнкский,,,goidel,glv,manx1243,54.2106,-4.5318,gbr,10,457,,1,
pictish,language,1,0,Pictish,пиктский,,,britton,xpi,pict1238,56.37,-3.90,gbr,10,459,,1,
scottish_gaelic,language,0,0,Scottish Gaelic,шотландский,,,goidel,gla,scot1245,55.95,-3.1988,gbr,10,460,,1,
welsh,language,0,0,Welsh,валлийский,,,britton,cym,wels1247,52.4459,-3.5485,gbr,10,405,,1,
elamite,language,1,0,Elamite,эламский,,,isolate,elx,elam1244,32.1892,48.2577,irn,16,95,"16-1, 16-2, 16-4",1,
hattic,language,1,0,Hattic,хаттский,,,isolate,xht,hatt1246,41.7269,36.0115,tur,16,168,"16-1, 16-7",1,
hurrian,language,1,0,Hurrian,хурритский,,,hurro_urar,xhu,hurr1240,36.8,40.3,syr,16,126,"16-1, 16-5",1,
sumerian,language,1,0,Sumerian,шумерский,,,isolate,sux,sume1241,31.3222,45.6361,irq,16,19,"16-1, 16-3",1,
urartian,language,1,0,Urartian,урартский,,,hurro_urar,xur,urar1245,38.5027,43.1222,tur,16,149,"16-2, 16-6",1,
amharic,language,0,0,Amharic,амхарский,,,ethio_sem,amh,amha1245,9.03,38.74,eth,18,311,18-1,1,
argobba,language,0,0,Argobba,аргобба,,,ethio_sem,agj,argo1244,9.03,38.74,eth,18,375,18-1,1,
chaha,language,0,0,Chaha,чаха,,,ethio_sem,,chah1248,8.1667,38.25,eth,18,577,18-4,1,
gafat,language,1,0,Gafat,гафат,,,ethio_sem,gft,gafa1240,10.6768,35.8264,eth,18,546,18-1,1,
geez,language,1,0,Ge`ez,геэз,,,ethio_sem,gez,geez1241,14.1074,38.7879,eth,18,141,"18-2, 18-3",1,
harari,language,0,0,Harari,харари,,,ethio_sem,har,hara1271,9.3111,42.1278,eth,18,406,18-1,1,
tigre,language,0,0,Tigre,тигре,,,ethio_sem,tig,tigr1270,15.3228,38.925,eri,18,216,18-1,1,
tigrinya,language,0,0,Tigrinya,тигринья,,,ethio_sem,tir,tigr1271,13.4833,39.4666,eth,18,260,18-1,1,
zay,language,0,0,Zay,зай,,,ethio_sem,zwa,zayy1238,8.0728,38.8476,eth,18,509,18-4,1,
beng,language,0,0,Beng,бен,,,south_mande,nhb,beng1286,6.85,-5.3,civ,21,1001,"21-1, 21-4, 21-5",1,
boko,language,0,0,Boko,боко,,,east_mande,bqc,boko1266,9.35,2.6166,ben,21,1052,"21-1, 21-10",1,
gban,language,0,0,Gban,гбан,,,south_mande,ggu,gagu1242,6.3057,-4.9768,civ,21,902,"21-1, 21-4",1,
goo,language,0,0,Goo,гоо,,,south_mande,,gooa1234,7.58,-7.56,civ,21,457,"21-1, 21-4",1,
jogo,language,0,0,Jogo,джого,,,jogo_jero,,jogo1242,7.94,-2.56,gha,21,213,"21-1, 21-5",1,
kakabe,language,0,0,Kakabe,какабе,,,mokole,kke,kaka1265,9.5167,-13.7,gin,21,172,"21-1, 21-3",1,
loko,language,0,0,Loko,локо,,,south_west_mande,lok,loko1255,8.4845,-13.2345,sle,21,414,"21-1, 21-3",1,
mandinka,language,0,0,Mandinka,мандинка,,,manding_west,mnk,mand1436,13.0153,-15.3177,sen,21,144,"21-1, 21-11",1,
mano,language,0,0,Mano,мано,,,south_mande,mev,mann1248,6.75,-8.75,lbr,21,680,"21-1, 21-4",1,
mwan,language,0,0,Mwan,муан,,,south_mande,moa,mwan1250,6.85,-5.3,civ,21,718,"21-1, 21-4",1,
soninke,language,0,0,Soninke,сонинке,,,soni_bozo,snk,soni1259,12.65,-8,mli,21,248,"21-1, 21-2, 21-11",1,
susu,language,0,0,Susu,сусу,,,susu_jall,sus,susu1250,9.5167,-13.7,gin,21,221,"21-1, 21-3",1,
tura,language,0,0,Tura,тура,,,south_mande,neb,tour1242,6.85,-5.3,civ,21,584,"21-1, 21-4",1,
wan,language,0,0,Wan,уан,,,south_mande,wan,wann1242,6.85,-5.3,civ,21,1032,"21-1, 21-4",1,
yaoure,language,0,0,Yaouré,яурэ,,,south_mande,yre,yaou1238,6.85,-5.3,civ,21,877,"21-1, 21-4",1,
mamluk_kipchak,language,1,0,Mamluk-Kipchak,мамлюкско-кыпчакский,,,kipchak_cuman,,,51.2333,51.3666,kaz,,,,0,
pecheneg,language,1,0,Pecheneg,печенежский,,,oghuz_turk,xpc,pech1242,46.4075,29.6191,mda,,,,0,
urum,language,0,0,Urum,урумский,,,kipchak_cuman,uum,urum1249,47.0102,36.7822,ukr,,,,0,
fuyu_kyrgyz,language,0,0,Fuyu Kyrgyz,фуюйских кыргызов,,,khak_turk,,,47.8,124.2,chn,,,,0,
khalaj,language,0,0,Khalaj,халаджский,,,karluk,klj,turk1303,34.3751,50.3063,irn,,,,0,
khorasani_turkic,language,0,0,Khorasani Turkic,хорасано-тюркский,,,oghuz_turk,kmz,khor1269,36.6596,57.854,irn,,,,0,
yurt_tatar,language,0,0,Yurt Tatar,юртовских татар,,,kipchak_nogai,,yurt1234,46.3943,48.3288,rus,,,,0,
jurchen,language,1,0,Jurchen,чжурчжэньский,,,south_tung,juc,jurc1239,33.0071,114.3624,chn,,,,0,
tamil,language,0,0,Tamil,тамильский,,,south_drav,tam,tami1289,13.09,80.27,ind,19,47,,1,
irula,language,0,0,Irula,ирула,,,south_drav,iru,irul1243,11.4369,76.5032,ind,19,173,,1,
malayalam,language,0,0,Malayalam,малаялам,,,south_drav,mal,mala1464,8.5,77,ind,19,188,,1,
toda,language,0,0,Toda,тода,,,south_drav,tcx,toda1252,11.4167,76.6833,ind,19,222,,1,
kota,language,0,0,Kota,кота,,,south_drav,kfe,kota1263,11.4154,76.8576,ind,19,233,,1,
kodagu,language,0,0,Kodagu,кодагу,,,south_drav,kfa,koda1255,11.6952,75.9375,ind,19,245,,1,
badaga,language,0,0,Badaga,бадага,,,south_drav,bfq,bada1257,11.3818,76.7739,ind,19,258,,1,
kannada,language,0,0,Kannada,каннада,,,south_drav,kan,nucl1305,12.9667,77.5667,ind,19,269,,1,
telugu,language,0,0,Telugu,телугу,,,south_cent_drav,tel,telu1262,17.37,78.48,ind,19,313,,1,
kolami,language,0,0,Kolami,колами,,,cent_drav,kfb,nort2699,20.5093,78.1787,ind,,,,0,
parji,language,0,0,Parji,парджи,,,cent_drav,pci,duru1236,18.6579,82.7407,ind,,,,0,
gadaba,language,0,0,Gadaba,гадаба,,,cent_drav,gdb,pott1240,18.3858,82.7819,ind,,,,0,
pengo,language,0,0,Pengo,пенго,,,gondwan,peg,peng1244,19.0621,83.4851,ind,,,,0,
manda,language,0,0,Manda,манда,,,gondwan,mha,mand1413,20.1384,84.0289,ind,,,,0,
kui,language,0,0,Kui,куи,,,gondwan,kxu,kuii1252,19.5908,83.9575,ind,,,,0,
kuvi,language,0,0,Kuvi,куви,,,gondwan,kxv,kuvi1243,18.9478,83.5839,ind,,,,0,
konda,language,0,0,Konda,конда,,,gondwan,kfc,kond1295,18.2763,82.9385,ind,,,,0,
gondi,language,0,0,Gondi,гонди,,,gondwan,gon,nort3258,19.5804,80.4418,ind,,,,0,
kurukh,language,0,0,Kurukh,курух,,,north_drav,"kru, kxl, xis","kuru1301, nepa1253, kisa1261",23.36,85.33,ind,,,,0,
malto,language,0,0,Malto,малто,,,north_drav,"kmj, mjt","kuma1274, saur1249",22.5667,88.3667,ind,,,,0,
brahui,language,0,0,Brahui,брахуи,,,north_drav,brh,brah1256,29.0369,66.5826,pak,,,,0,
ket,language,0,0,Ket,кетский,,,north_yen,ket,kett1243,62.6236,87.7148,rus,4,177,,0,
yugh,language,1,0,Yugh,югский,,,north_yen,yug,yugh1239,61.0901,88.1982,rus,4,187,,0,
kott,language,1,0,Kott,коттский,,,south_yen,zko,kott1239,56.0166,93.0666,rus,4,195,,0,
ainu,language,0,0,Ainu,айнский,,,isolate,ain,ainu1240,43.2612,142.8222,jpn,4,126,,0,
nivkh,language,0,0,Nivkh,нивхский,,,isolate,niv,gily1242,51.7814,143.1628,rus,4,139,,0,
burushaski,language,0,0,Burushaski,бурушаски,,,isolate,bsk,buru1296,35.909,74.2153,ind,4,204,,0,
parthian,language,1,0,Parthian,парфянский,,,north_west_iran,xpr,part1239,33.0936,44.5806,irq,6,14,,1,
parachi,language,0,0,Parachi,парачи,,,north_west_iran,prc,para1299,34.4658,68.637,afg,6,257,,1,
ormuri,language,0,0,Ormuri,ормури,,,north_west_iran,oru,ormu1247,32.518,69.783,pak,6,276,,1,
avestan,language,1,0,Avestan,авесты,,,iran,ave,aves1237,29.9808,52.9094,irn,7,10,,1,
bactrian,language,1,0,Bactrian,бактрийский,,,south_east_iran,xbc,bact1239,36.758,66.8988,afg,7,38,,1,
khotanese,language,1,0,Khotanese,хотаносакский,,,south_east_iran,kho,khot1251,37.103,79.9288,chn,7,46,,1,
sogdian,language,1,0,Sogdian,согдийский,,,north_east_iran,sog,sogd1245,39.6541,66.9597,uzb,7,58,,1,
khwaresmian,language,1,0,Khwaresmian,хорезмийский,,,north_east_iran,xco,khwa1238,41.55,60.6333,uzb,7,95,,1,
pashto,language,0,0,Pashto,пашто,,,south_east_iran,pus,nucl1276,34.5328,69.1658,afg,7,111,,1,
munji,language,0,0,Munji,мунджанский,,,south_east_iran,mnj,munj1244,36.0379,70.6723,afg,7,154,,1,
wakhi,language,0,0,Wakhi,ваханский,,,south_east_iran,wbl,wakh1245,35.5167,69.8667,afg,7,174,,1,
sanglechi,language,0,0,Sanglechi,сангличский,,,south_east_iran,sgy,sang1344,36.6585,71.4784,afg,7,186,,1,
ishkashimi,language,0,0,Ishkashimi,ишкашимский,,,south_east_iran,isk,ishk1246,36.6915,71.7668,tjk,7,196,,1,
shughni,language,0,0,Shughni,шугнанский,,,south_east_iran,sgh,shug1248,37.4879,71.5374,tjk,7,225,,1,
rushani,language,0,0,Rushani,рушанский,,,south_east_iran,,rush1239,37.8705,71.5979,tjk,7,242,,1,
khufi,language,0,0,Khufi,хуфский,,,south_east_iran,,khuf1238,37.4879,71.5374,tjk,7,254,,1,
bartangi,language,0,0,Bartangi,бартангский,,,south_east_iran,,bart1238,38.048,71.8286,tjk,7,259,,1,
roshorvi,language,0,0,Roshorvi,рошорвский,,,south_east_iran,,oros1238,38.1086,72.1719,tjk,7,264,,1,
sariqoli,language,0,0,Sariqoli,сарыкольский,,,south_east_iran,srh,sari1246,37.9463,75.1272,chn,7,269,,1,
yazghulami,language,0,0,Yazghulami,язгулямский,,,south_east_iran,yah,yazg1240,38.1982,71.4276,tjk,7,274,,1,
yaghnobi,language,0,0,Yaghnobi,ягнобский,,,iran,yai,yagn1238,38.5632,68.4475,tjk,7,290,,1,
ossetian,language,0,0,Ossetian,осетинский,,,iran,oss,iron1242,42.2238,43.9838,sos,7,311,,1,
kashmiri,language,0,0,Kashmiri,кашмири,,,dard,kas,kash1277,34.5,76,ind,8,21,,1,
shina,language,0,0,Shina,шина,,,dard,"scl, plk","shin1264, kohi1248",35.35,75.9,ind,8,37,,1,
phalura,language,0,0,Phalura,пхалура,,,dard,phl,phal1254,35.7264,71.7434,pak,8,47,,1,
mayan,language,0,0,Mayan,майян,,,dard,mvy,indu1241,35.3151,72.908,pak,8,53,,1,
garwi,language,0,0,Garwi,гарви,,,dard,gwc,kala1373,35.2893,72.6168,pak,8,56,,1,
torwali,language,0,0,Torwali,торвали,,,dard,trw,torw1241,35.5833,72.5,pak,8,58,,1,
khowar,language,0,0,Khowar,кховар,,,dard,khw,khow1242,34.1254,71.5649,pak,8,61,,1,
kalasha,language,0,0,Kalasha,калаша,,,dard,kls,kala1372,35.6684,71.7201,pak,8,65,,1,
tirahi,language,0,0,Tirahi,тирахи,,,dard,tra,tira1253,34.3139,70.3729,afg,8,70,,1,
pashai,language,0,0,Pashai,пашаи,,,dard,"aee, glh, psi, psh","nort2666, nort2665, sout2672, sout2671",34.66,70.2,afg,8,72,,1,
grangali,language,0,0,Grangali,глангали,,,dard,nli,gran1245,34.8666,71.1333,afg,8,81,,1,
shumashti,language,0,0,Shumashti,шумашти,,,dard,sts,shum1235,34.6108,70.7569,afg,8,86,,1,
katarkalai,language,1,0,Katarkalai,катаркалаи,,,dard,wsv,wota1240,34.4166,70.3333,afg,8,89,,1,
gawar,language,0,0,Gawar,гавар,,,dard,gou,gava1241,35.3272,71.5847,pak,,,,0,
dameli,language,0,0,Dameli,дамели,,,dard,dml,dame1241,35.578,71.8684,pak,,,,0,
kati,language,0,0,Kati,кати,,,nurist,bsh,kati1270,35.3845,71.3177,afg,,,,0,
waigali,language,0,0,Waigali,вайгали,,,nurist,wbk,waig1243,35.1895,71.1941,afg,,,,0,
ashkun,language,0,0,Ashkun,ашкун,,,nurist,ask,ashk1246,34.9973,71.0746,afg,,,,0,
prasun,language,0,0,Prasun,прасун,,,nurist,prn,pras1239,33.9391,67.7099,afg,,,,0,
vedic,language,1,0,Vedic,ведийский,,,indo_aryan,vsn,,31,74,ind,,,,0,
sanskrit,language,0,0,Sanskrit,санскрит,,,indo_aryan,san,sans1269,28.6913,77.2548,ind,,,,0,
pali,language,1,0,Pali,пали,,,indo_aryan,pli,pali1273,6.9,79.9,lka,,,,0,
hindi,language,0,0,Hindi,хинди,,,cent_indo_aryan,hin,hind1269,28.7,77.2,ind,,,,0,
awadhi,language,0,0,Awadhi,авадхи,,,cent_indo_aryan,awa,awad1243,26.85,80.91,ind,,,,0,
braj,language,0,0,Braj,брадж,,,cent_indo_aryan,bra,braj1242,26.85,80.91,ind,,,,0,
urdu,language,0,0,Urdu,урду,,,cent_indo_aryan,urd,urdu1245,33.6666,73.1666,pak,,,,0,
rajasthani,language,0,0,Rajasthani,раджастхани,,,cent_indo_aryan,raj,raja1256,26.9166,75.8666,ind,,,,0,
banjari,language,0,0,Banjari,банджари,,,cent_indo_aryan,lmn,lamb1269,17,77,ind,,,,0,
domaaki,language,0,0,Domaaki,домааки,,,indo_aryan,dmk,doma1260,34.9842,75.1101,ind,,,,0,
bangani,language,0,0,Bangani,бангани,,,pahari,gbm,garh1243,30.5,78.5,ind,,,,0,
nepali,language,0,0,Nepali,непальский,,,pahari,nep,east1436,27.7114,85.3087,npl,,,,0,
bote,language,0,0,Bote,боте,,,pahari,bmj,bote1238,27.9208,83.5082,npl,,,,0,
danwar,language,0,0,Danwar,данувар,,,pahari,dhw,koch1253,26.9661,86.3223,npl,,,,0,
darai,language,0,0,Darai,дараи,,,pahari,dry,dara1250,27.9264,84.331,npl,,,,0,
kumal,language,0,0,Kumal,кумал,,,pahari,kra,kumh1238,27.788,84.548,npl,,,,0,
tharu,language,0,0,Tharu,тхару,,,pahari,"thl, tkt, thr, the, thq, tkb, soi","dang1260, kath1250, rana1246, chit1274, koch1247, buks1238, sonh1238",30.33,78.06,ind,,,,0,
maithili,language,0,0,Maithili,майтхили,,,bihari,mai,mait1250,25.37,85.13,ind,,,,0,
bhojpuri,language,0,0,Bhojpuri,бходжпури,,,bihari,bho,bhoj1244,28.1667,84.25,npl,,,,0,
magahi,language,0,0,Magahi,магахи,,,bihari,mag,maga1260,25.6,85.1,ind,,,,0,
sadani,language,0,0,Sadani,садани/садри,,,bihari,"sck, sdr","sadr1248, orao1237",23.66,85.1,ind,,,,0,
assamese,language,0,0,Assamese,ассамский,,,east_indo_aryan,asm,assa1263,26.15,91.77,ind,,,,0,
bengali,language,0,0,Bengali,бенгальский,,,east_indo_aryan,ben,beng1280,24.3666,88.6,bgd,,,,0,
rajbanshi_nepal,language,0,0,Rajbanshi (Nepal),раджбанши/камта (Непал),,,east_indo_aryan,rkt,rang1265,23.2167,72.6833,ind,,,,0,
oriya,language,0,0,Oriya,ория,,,east_indo_aryan,ori,,20.27,85.84,ind,,,,0,
punjabi,language,0,0,Punjabi,панджаби,,,north_indo_aryan,"pan, pnb","panj1256, west2386",31.5497,74.3436,pak,,,,0,
pothohari,language,0,0,Pot(h)ohari,потхорари,,,north_indo_aryan,phr,paha1251,31,72,pak,,,,0,
hindko,language,0,0,Hindko,хиндко,,,north_indo_aryan,"hnd, hno","sout2668, nort2662",34,71.32,pak,,,,0,
sindhi,language,0,0,Sindhi,синдхи,,,north_indo_aryan,"snd, lss, sbn","sind1272, lasi1242, sind1270",24.86,67.01,pak,,,,0,
parya,language,0,0,Parya,парья,,,indo_aryan,paq,pary1242,38.5094,68.0932,uzb,,,,0,
gujarati,language,0,0,Gujarati,гуджарати,,,south_indo_aryan,guj,guja1252,23.22,72.68,ind,,,,0,
saurashtra,language,0,0,Saurashtra,саураштра,,,south_indo_aryan,saz,saur1248,13.09,80.27,ind,,,,0,
marathi,language,0,0,Marathi,маратхи,,,south_indo_aryan,mar,mara1378,18.97,72.82,ind,,,,0,
konkani,language,0,0,Konkani,конкани,,,south_indo_aryan,kok,,28.6139,77.2089,ind,,,,0,
sinhala,language,0,0,Sinhala,сингальский,,,insu_indo_aryan,sin,sinh1246,6.9,79.9164,lka,,,,0,
maldivian,language,0,0,Maldivian,мальдивский/дивехи,,,insu_indo_aryan,div,dhiv1236,4.1753,73.5089,mdv,,,,0,
domari,language,0,0,Domari,домари,,,indo_aryan,rmt,doma1258,32.2128,35.2908,isr,,,,0,
lomavren,language,0,0,Lomavren,ломаврен,,,indo_aryan,rmi,loma1235,40.1833,44.5167,arm,,,,0,
hittite,language,1,0,Hittite,хеттский,,,anatol,oht,hitt1242,40.0197,34.6152,tur,20,26,,1,
lydian,language,1,0,Lydian,лидийский,,,anatol,xld,lydi1241,40,30,tur,20,75,,1,
palaic,language,1,0,Palaic,палайский,,,anatol,plq,pala1331,39,35,tur,20,97,,1,
luwian,language,1,0,Luwian,лувийский,,,anatol,"xlu, hlu","cune1239, hier1240",40.0197,34.6153,tur,20,106,,1,
lycian,language,1,0,Lycian,ликийский,,,anatol,xlc,lyci1241,36.7333,29.9,tur,20,131,,1,
milyan,language,1,0,Milyan,милийский,,,anatol,imy,mily1238,36.7333,29.9,tur,20,154,,1,
phrygian,language,1,0,Phrygian,фригийский,,,indo_euro,xpg,phry1239,39,35,tur,20,180,,1,
classical_armenian,language,1,0,Classical Armenian,древнеармянский,,,armen,xcl,clas1249,39.2836,43.3719,tur,20,221,,1,
standard_eastern_armenian,language,0,0,Standard Eastern Armenian,восточноармянский литературный,,,armen,,,40.1756,44.5715,arm,20,242,,1,
standard_western_armenian,language,0,0,Standard Western Armenian,западноармянский литературный,,,armen,,,40.1756,44.5715,arm,20,291,,1,
tocharian_a,language,1,0,Tocharian A,тохарский А,,,tochar,xto,tokh1242,39,83,chn,20,398,,1,
tocharian_b,language,1,0,Tocharian B,тохарский В,,,tochar,txb,tokh1243,39,83,chn,20,444,,1,
andronovo_aryan,language,1,0,Andronovo Aryan,андроновский арийский,,,indo_aryan,,,55.56153,90.01418,rus,20,217,,1,
galatian,language,1,0,Galatian,галатский,,,celt,xga,gala1252,39.97122,32.87817,tur,20,196,,1,
mitanni_indo_aryan,language,1,0,Mitanni Indo-Aryan,митаннийский индоарийский,,,indo_aryan,,,36.84683,40.12033,tur,20,198,,1,
tsakhur,language,0,0,Tsakhur,цахурский,,,lezg,kr,tsak1249,41.6523,46.9775,rus,,,,0,
archi,language,0,0,Archi,арчинский,,,lezg,aqc,arch1244,41.9839,46.8127,rus,,,,0,
kryz,language,0,0,Kryz,крызский,,,lezg,kry,kryt1240,41.1455,48.164,aze,,,,0,
budukh,language,0,0,Budukh,будухский,,,lezg,bdk,budu1248,41.1207,48.3233,aze,,,,0,
udi,language,0,0,Udi,удинсткий,,,lezg,udi,udii1243,41.8818,46.9171,rus,,,,0,
khinalug,language,0,0,Khinalug,хиналугский,,,north_east_cauc,kjj,khin1240,41.1777,48.1297,aze,,,,0,
bamana,language,0,0,Bamana,бамана,,,manding_east,bam,bamb1269,12.65,-8,mli,,,,0,
kpelle,language,0,0,Kpelle,кпелле,,,south_west_mande,kpe,kpel1252,7.75,-8.8167,gin,,,,0,
looma,language,0,0,Looma,лоома,,,south_west_mande,"lom, tob","loma1260, toba1269",7.92,-10.8,lbr,,,,0,
dan,language,0,0,Dan,дан,,,south_mande,dnj,nucl1770,6.85,-5.3,civ,,,,0,
kla_dan,language,0,0,Kla-Dan,кла-дан,,,south_mande,lda,klad1234,6.85,-5.3,civ,,,,0,
guro,language,0,0,Guro,гуро,,,south_mande,goa,guro1248,7,-6.5,civ,,,,0,
lappish,language,0,0,Lappish,саамский,,,sami,,,68.9099,22.9394,nor,,,,0,
hill_mari,language,0,0,Hill Mari,горномарийский,,,mari,mrj,west2392,56.3333,46.5666,rus,,,,0,
mator,language,1,0,Mator,маторский,,,south_samo,mtm,mato1250,54.5666,100.5666,rus,,,,0,
chukchi,language,0,0,Chukchi,чукотский,,,north_chuk_kamch,ckt,chuk1273,67.6248,176.1767,rus,4,23,,1,
koryak,language,0,0,Koryak,корякский,,,north_chuk_kamch,kpy,kory1246,61.8561,168.6621,rus,4,39,,1,
kerek,language,1,0,Kerek,керекский,,,north_chuk_kamch,krk,kere1280,62.5996,176.9183,rus,4,53,,1,
itelmen,language,0,0,Itelmen,ительменский,,,south_chuk_kamch,itl,itel1242,57.1496,156.9012,rus,4,60,,1,
asiatic_eskimo,language,0,0,Asiatic Eskimo,азиатских эскимосов,,,yupik,ess,cent2128,64.546,-173.128,rus,4,75,,1,
sirenik_eskimo,language,1,0,Sirenik Eskimo,сиреникских эскимосов,,,eskimo,ysr,sire1246,64.4194,-173.9657,rus,4,81,,0,
bering_strait_eskimo,language,0,0,Bering Strait Eskimo,эскимосов Берингова пролива,,,inuit,,,63.7444,-171.7242,usa,4,84,,0,
greenlandic,language,0,0,Greenlandic,гренландский,,,inuit,kal,kala1399,64.1666,-51.75,dnk,4,93,,0,
aleut,language,0,0,Aleut,алеутский,,,aleut,ale,aleu1260,52.2304,-174.1978,usa,4,101,,0,
copper_island_aleut,language,0,0,Copper Island Aleut,медновских алеутов,,,aleut,mud,medn1235,55.171,166.094,rus,4,117,,0,
yukaghir,language,0,0,Yukaghir,юкагирский,,,yukag,,yuka1259,69.1654,15.4732,rus,4,155,,0,
old_novgorod,dialect,1,0,Old Novgorod,древненовгородский,,,east_slav,,novg1240,58.5213100,31.2710400,rus,13,469,"13-2, 13-11",1,
kurdari,language/dialect,0,0,Kurdari,курдари,,,dard,,kurd1258,34.98481,70.62849,afg,8,81,,1,
ningalami,language,0,0,Ningalami,нингалами,,,dard,,nang1256,34.978375,70.90901,afg,8,86,,1,
sawi,language/dialect,0,0,Sawi,сави,,,dard,sdg,savi1242,35.166757,71.461926,afg,8,50,,1,
alanic,language,1,0,Alanic,аланский,,,north_east_iran,xln,,43.17780,44.81126,rus,7,105,,1,
scythian,language,1,0,Scythian,скифский,,,north_east_iran,xsc,,44.94169,34.11940,irn,7,107,,1,
wanji,language,1,0,Wanji,ванджский,,,south_east_iran,,,38.38014,71.47309,tjk,7,107,,1,
waneci,language/dialect,0,0,Waneci,ванеци,,,south_east_iran,wne,wane1241,30.0501,67.8327,pak,7,150,,1,
sargulami,language,1,0,Sargulami,саргулямский,,,south_east_iran,,,37.00322,70.87064,afg,7,58,,1,
khunsari,dialect,0,0,Khunsari,хунсари,,,north_west_iran,,khun1261,33.36292,50.31487,irn,6,222,,1,
median,language,1,0,Median,мидийский,,,north_west_iran,xme,,34.80002,48.51539,irn,6,13,,1,
sivandi,language/dialect,0,0,Sivandi,сивенди,,,north_west_iran,siy,siva1239,30.08,52.92,irn,6,236,,1,
tajrishi,language/dialect,0,0,Tajrishi,таджриши,,,north_west_iran,,,35.79589,51.43157,irn,6,246,,1,
vonishuni,dialect,0,0,Vonishuni,вонишуни,,,north_west_iran,,,33.98824,51.41069,irn,6,226,,1,
zefrei,dialect,0,0,Zefrei,Зефреи,,,north_west_iran,,zefr1234,32.80592,52.11667,irn,6,229,,1,
carian,language,1,0,Carian,карийский,,,anatol,xcr,cari1274,37.203,28.182,tur,20,166,,1,
pisidian,language,1,0,Pisidian,писидийский,,,anatol,xps,pisi1234,37.273,31.28,tur,20,177,,1,
sidetic,language,1,0,Sidetic,сидетский,,,anatol,xsd,side1240,36.764,31.917,tur,20,175,,1,
